FRICT,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,
LAYERH,,BR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR2,,,,,,,,,,BR3,,,,,,,,,,,,,BR4,,,,,,,,,,,,,,,,,,,,BR5,,,,,,,,,K
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.21,64.39,58.82,63.86,160.76,123.04,109.28,149.97,143.81,164.58,173.84,169.28,149.52,219.06,495.81,176.04,189.06,320.74,340.47,290.28,317.66,628.37,839.03,729.53,375.17,161.29,389.67,881.8,729.21,665.24,545.09,481.77,1276.16,1638.25,773.06,980.67,660.97,645.66,1047.31,1137.48,1396.7,1097.09,172.88,266.28,117.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.66,264.96,190.2,0,0,0,0,0,0,0,0,0,48.09,80.35,429.98,259.36,541.49,690.44,462.92,575.09,715.36,623.3,552.54,0,0,0,0,0,113.05,273.39,352.37,994.69,456.81,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.89,58.5,53.46,58.68,148.1,115.82,103.8,143.92,138.15,160.21,166.24,164,145.2,213.74,491.09,173.27,185.68,269.19,333.23,286.25,310.52,625.76,837.4,727.7,372.77,158.84,385.5,879.59,725.72,662.15,538.97,463.58,1274.58,1633.69,761.64,972.57,655.38,638.24,1042.61,1126.48,1393.71,1093.52,170.69,262.79,107.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6,256.03,185.92,0,0,0,0,0,0,0,0,0,33.44,75.54,424.89,250.33,530.44,680.03,456.05,568.19,705.69,620.17,549.91,0,0,0,0,0,104.9,266.76,346.88,991.57,451.5,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.78,50.4,44.78,53.22,131.57,108.53,98.23,137.69,132.76,155.67,158.59,158.18,140.79,207.99,486.35,170.49,182.29,264.25,325.99,282.16,302.47,623.12,835.75,726,370.38,156.42,381.68,877.46,722.21,659.04,532.95,423.04,1273,1627.56,750.82,964.22,649.65,630.4,1037.83,1067.18,1390.75,1090.11,168.5,259.29,97.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.46,246.4,181.64,0,0,0,0,0,0,0,0,0,0,70.62,419.87,240.96,518.62,668.67,449.07,560.84,696,364.42,547.28,0,0,0,0,0,96.41,259.75,341.3,988.09,446.08,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.86,36.11,47.42,113.92,101.03,92.51,131.26,127.58,150.92,151.3,151.88,136.31,201.65,481.58,167.7,178.89,259.18,318.73,278.03,293.2,620.46,834.1,724.31,367.97,154.04,377.85,875.35,718.7,655.9,527,391.92,1271.44,1618.38,741.2,955.58,643.83,622.34,1033.01,941.6,1387.82,1086.92,166.33,255.69,88.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.84,236.02,177.35,0,0,0,0,0,0,0,0,0,0,65.57,414.95,231.27,506.66,647.42,442.19,553.37,685.49,351.35,544.65,0,0,0,0,0,88.02,252.53,335.54,984.11,440.66,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85,27.45,41.13,96.83,92.14,86.63,124.57,122.5,145.95,144.4,145.11,131.75,195.08,476.49,164.81,175.5,253.97,311.37,273.83,281.13,617.83,832.44,722.73,365.58,151.67,373.97,873.29,715.18,652.72,521.31,379.09,1269.88,1609.3,732.91,946.64,637.26,613.94,1028.16,936.42,1384.92,1083.73,164.16,251.6,79.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.25,173.06,0,0,0,0,0,0,0,0,0,0,60.36,409.61,221.41,494.37,610.53,435.45,545.9,673.6,345.77,542.02,0,0,0,0,0,79.91,245.32,329.63,979.43,435.26,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.49,33.63,82.73,81.05,80.41,117.61,116.98,140.7,137.53,138.2,126.99,188.52,470.5,161.73,172.09,248.66,303.26,269.57,265.84,615.3,830.71,721.25,363.19,149.35,369.91,871.24,711.64,649.48,516.11,369.88,1268.33,1600.3,725.57,937.41,630.17,605.38,1023.28,931.25,1382.03,1080.51,162.01,246.9,70.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.25,168.76,0,0,0,0,0,0,0,0,0,0,54.95,324.78,211.5,481.62,579.13,428.71,538.46,373.84,340.19,539.38,0,0,0,0,0,72.2,238.12,323.4,974.75,429.8,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.17,66.61,69.2,72.71,110.15,110.66,135.12,130.2,131.34,121.64,181.97,463.77,158.56,168.68,243.39,294.02,265.25,251.4,612.84,828.86,719.77,360.83,147.03,365.72,869.2,707.69,646.15,511.18,360.85,1266.77,1591.01,718.79,928.12,622.91,596.53,1018.32,926.07,1379.18,1077.22,159.86,242.15,61.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.44,164.31,0,0,0,0,0,0,0,0,0,0,49.28,65.1,201.17,468.73,479.18,421.99,530.81,336,334.54,536.76,0,0,0,0,0,64.76,231.11,316.92,970.05,424.37,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.51,54.75,61.69,101.84,102.12,129.08,122.31,124.54,115.95,175.42,456.83,155.06,165.26,238.13,283.65,260.89,240.02,610.36,827.02,718.32,358.52,144.77,361.39,867.2,703.71,642.74,506.3,351.59,1265.2,1580.66,711.82,918.86,615.47,588.12,1013.22,920.85,1376.34,1073.81,157.71,237.41,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.74,159.64,0,0,0,0,0,0,0,0,0,0,43.29,60.09,189.77,453.78,355.95,415.27,523,327.36,328.82,534.16,0,0,0,0,0,57.64,224.33,310,965.33,419.03,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.76,27.98,44.96,91.36,89.34,121.88,112.89,117.79,109.7,168.88,449.85,151.56,161.83,232.7,273.17,256.51,230.49,607.87,825.15,716.91,356.22,142.52,356.78,865.22,698.89,639.23,501.44,341.97,1263.64,1569.27,704.55,909.59,607.94,580.43,1007.85,915.44,1373.53,1070.35,155.57,232.7,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.87,154.32,0,0,0,0,0,0,0,0,0,0,36.6,54.74,177.78,433.68,345.98,408.49,515.02,318.69,323.07,531.61,0,0,0,0,0,50.58,217.45,302.54,960.59,413.91,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.68,75.59,112.23,102.56,111.07,102.98,162.31,442.74,147.96,158.35,225.77,262.44,251.88,221.3,605.67,823.23,715.55,353.94,140.26,349.16,863.23,314.22,635.62,496.62,331.86,1262.07,1557.94,696.84,900.34,600.18,572.94,1002.62,909.7,1370.68,1066.87,153.44,228,28.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.88,0,0,0,0,0,0,0,0,0,0,29.05,49.03,165.78,410.66,335.75,401.64,506.39,310.01,317.31,529.08,0,0,0,0,0,43.46,210.4,294.52,955.83,408.8,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.11,63.98,92.54,91.99,103.67,95.98,155.55,434.58,143.89,154.78,218.38,250.5,246.75,213.42,603.53,821.31,714.18,351.68,137.96,330.83,861.24,291.45,631.91,491.73,323.23,1260.5,1547.1,688.5,891.07,592.23,566.75,997.67,903.65,1367.62,1063.36,151.31,223.32,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.54,0,0,0,0,0,0,0,0,0,0,18.47,42.73,153.78,386.16,325.24,394.67,497.79,300.94,311.54,526.56,0,0,0,0,0,35.8,203.27,285.56,951.05,403.65,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.39,51.17,73.35,81.23,94.95,88.68,148.5,423.99,139.46,151.11,211.22,235.64,241.64,206.86,601.29,814.26,711.62,349.47,135.65,308.3,859.25,287.89,628.07,486.62,316.38,1258.84,1537.63,679.23,881.71,584.11,560.69,992.84,896.56,1364.27,1059.85,149.18,218.66,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.51,0,0,0,0,0,0,0,0,0,0,0,35.8,141.95,356.1,314.48,387.49,488.5,291.41,305.75,524.11,0,0,0,0,0,27.54,195.95,275.58,946.27,398.44,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.64,56.04,70.28,85.11,81.08,140.91,412.41,135.04,147.3,204.09,219.59,236.26,200.11,599.02,794.4,706.19,347.3,133.23,244.28,857.26,284.34,624.09,481.46,310.19,1257.12,1529.25,668.45,871.39,575.86,554.89,987.91,888.53,1360.81,1056.36,147.08,214.01,21.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.89,0,0,0,0,0,0,0,0,0,0,0,28.13,131.3,327.26,302.88,379.72,477.29,281.69,299.93,521.69,0,0,0,0,0,0,188.36,264.52,941.55,393.17,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,57.99,74.61,73.13,132.98,399.79,130.6,143.15,196.96,204.62,230.27,193.21,596.65,632.03,699.08,345.12,130.73,220.38,855.27,280.76,619.97,476.24,304.56,1255.41,1520.81,656.19,859.57,567.49,549.18,982.93,879.68,1357.25,1052.88,144.97,209.39,21.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.16,0,0,0,0,0,0,0,0,0,0,0,19.04,121.62,304.01,290.1,371.3,464.81,271.94,294.1,519.31,0,0,0,0,0,0,179.71,251.14,937.03,387.84,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.42,63.85,64.74,125.06,386.85,126.15,138.7,189.87,193.82,224.15,186.68,594.22,201.61,691.77,342.95,128.39,122.54,853.28,277.16,615.73,470.99,299.21,1253.69,1512.24,647.79,846.95,558.91,543.5,977.97,870.8,1353.59,1049.44,142.87,204.81,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.89,0,0,0,0,0,0,0,0,0,0,0,0,112.53,257.45,276.55,362.6,452.45,262.18,288.21,516.92,0,0,0,0,0,0,169.61,234.7,932.66,382.46,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,50.84,55.36,117.15,373.75,121.7,134.02,182.76,184.44,217.9,180.49,282.52,197.03,683.78,340.77,126.16,115.87,851.29,273.52,611.43,465.7,294.15,1251.77,1502.79,638.3,834.64,550.01,538.13,972.86,861.93,1349.88,1046,140.77,200.34,20.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.83,0,0,0,0,0,0,0,0,0,0,0,0,103.4,199.61,261.47,353.75,440.25,252.43,282.06,514.5,0,0,0,0,0,0,158.63,217.5,928.47,377.17,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.13,44.37,109.27,360.2,117.2,128.87,175.31,175.14,211.54,174.34,212.54,192.37,674.96,338.59,123.88,110.57,849.31,269.83,607.14,460.34,289.13,1249.83,1489.37,632.97,822.42,540.8,532.85,967.46,853.07,1346.17,1042.59,138.69,195.93,19.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.27,181.61,243.02,344.75,428.92,242.92,275.35,512.08,0,0,0,0,0,0,146.67,205.43,924.4,371.97,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.32,100.87,332.27,112.46,123.19,167.36,165.91,204.98,168.17,206.77,187.57,665.45,336.4,121.49,105.98,847.32,266.1,603.15,454.95,284.32,1247.9,1461.59,627.54,807.08,529.47,527.59,961.89,844.07,1342.45,1039.19,136.6,191.75,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.14,163.38,219.31,335.61,419.27,233.83,268.44,509.65,0,0,0,0,0,0,133.82,195.96,920.43,366.95,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65,89.03,269.22,107.5,116.84,159.06,156.57,198.28,161.91,200.84,182.57,655.65,334.22,119.1,101.72,845.33,262.37,599.45,449.51,279.61,1245.77,1400.04,622.41,783.2,435.39,522.36,955.87,834.11,1338.73,1035.8,134.52,188.05,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.01,145,193.9,326.12,410.53,224.88,261.27,507.2,0,0,0,0,0,0,120.5,186.97,916.59,361.85,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.19,242.11,102.42,109.89,150.3,145.89,191.42,155.55,194.77,177.01,644.42,332.04,116.78,97.7,843.35,258.19,596,444,275,1243.58,1398.69,617.22,759.76,376.24,517.17,949.47,820.55,1335.01,1032.42,132.45,184.52,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.88,127.02,171.41,315.87,402.2,215.96,253.54,504.76,0,0,0,0,0,0,106.99,178.08,912.57,356.61,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.72,97.18,102.71,140.87,133.52,184.19,149.05,188.51,171.19,433.81,329.85,114.49,93.91,841.37,253.94,592.73,438.33,270.45,1241.39,1397.35,611.96,745.21,371.89,511.99,941.83,801.06,1331.29,1029.02,130.38,181,18.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.25,109.91,151.66,304.52,393.58,207.01,245.56,401.56,0,0,0,0,0,0,92.99,169.21,905.16,351.23,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.41,95.29,130.33,120.9,175.73,142.44,182.02,164.92,147.07,327.65,112.18,90.15,839.38,249.55,589.8,432.19,265.91,1233.52,1396,606.65,731.4,367.52,506.41,933.33,782.93,1327.55,1025.61,128.31,177.49,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.31,134.02,292.41,384.43,198.06,237.2,88.25,0,0,0,0,0,0,78.03,160.32,893.22,345.75,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,87.6,117.58,108.67,164.66,135.72,175.27,158.45,142.49,325.47,109.84,86.4,837.06,245.1,587.06,425.52,261.39,1115.53,1394.66,601.24,694.71,363.09,500.9,924.8,772.22,1323.78,1022.18,126.25,174,17.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.67,114.98,280.03,291.45,189.02,228.78,82.48,0,0,0,0,0,0,60.37,151.36,882.37,340.11,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,79.55,103.64,99.42,142.96,128.84,168.25,151.82,137.94,323.27,107.45,84.28,834.34,240.53,584.51,418.38,256.87,1105.52,1393.31,595.78,500.63,358.61,494.89,916.36,764.19,1319.9,1018.67,124.19,170.51,17.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.38,94.77,267.22,275.81,180.61,220,76.63,0,0,0,0,0,0,38.17,142.35,614.29,334.31,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.04,70.74,91.08,92.1,104.58,121.68,160.93,144.89,133.46,321.08,105.02,83.97,831.35,235.9,582.13,410.75,252.32,1097.29,1391.97,590.22,494.07,354.11,488.22,908.09,757.21,1315.99,1015.14,122.13,166.99,16.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.33,78.01,254.25,266.09,172.42,211.29,70.67,0,0,0,0,0,0,0,133.18,181.93,328.31,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.17,80.04,85.71,83.55,114.14,153.4,137.46,129.02,318.79,102.54,83.65,828.1,231.1,579.77,402.66,247.77,1089.69,1390.62,584.81,487.58,349.59,478.57,900.06,750.36,1312.04,1011.54,120.08,163.34,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.22,240.65,253.3,164.36,202.82,64.51,0,0,0,0,0,0,0,123.56,174.45,321.72,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.38,69.25,79.33,72.49,105.8,145.84,129.85,124.63,316.21,99.99,83.29,824.54,226.24,577.42,394.52,242.84,1083.81,1389.27,579.72,481.14,345.02,466.76,892.28,743.49,1308.05,1007.91,118.03,159.6,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.92,153.6,229.28,156.11,194.63,57.36,0,0,0,0,0,0,0,112.43,166.16,314.86,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.09,57.4,72.91,62.52,96.31,137.94,121.82,120.28,313.31,97.38,82.9,820.71,221.18,575.09,386.23,237.74,1078.08,1387.93,574.67,474.8,340.43,456.25,884.8,736.62,1304.05,1004.22,115.97,155.77,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.1,79.9,197.36,147.75,186.88,44.99,0,0,0,0,0,0,0,99.1,157.4,307.85,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.37,66.13,52.71,85.46,129.43,112.8,115.97,309.59,94.71,82.5,816.8,216.05,572.76,377.93,232.12,1072.5,1386.58,569.98,468.59,335.79,446.95,877.32,729.75,1300.02,1000.5,113.95,151.97,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98,69.72,171.87,139.4,178.91,43.19,0,0,0,0,0,0,0,85.06,148.15,300.67,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.13,58.67,43.32,73.03,119.04,103.36,111.69,301.47,91.96,82.11,812.88,210.66,570.45,369.65,226.3,1066.97,1385.24,565.31,462.17,331.08,438.41,869.36,722.88,1296,996.76,111.94,148.19,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.36,141.13,131.04,170.97,41.39,0,0,0,0,0,0,0,70.14,138.23,293.29,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.85,32.86,59.79,107.3,93.54,107.05,283.47,89.13,81.71,808.96,204.85,568.14,361.41,220.36,1061.48,1383.89,560.7,454.5,326.26,430.6,860.99,716.03,1291.97,993.18,109.94,144.41,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.17,96.43,122.68,163.13,39.59,0,0,0,0,0,0,0,50.36,127.64,285.69,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,45.91,93.81,83.26,101.6,264.04,86.21,81.32,805.04,198.42,340.25,352.92,214.33,1055.84,1382.54,556.18,444.73,321.34,423.41,851.28,709.19,1287.92,989.69,107.95,140.63,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.37,114.17,155.18,37.79,0,0,0,0,0,0,0,0,116.41,277.79,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.04,75.55,72.3,95.44,245.44,83.21,80.92,801.13,190.76,177.92,343.59,208.34,1050.13,1381.19,551.68,431.87,316.09,416.75,842.48,702.34,1283.87,986.56,105.97,136.85,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.54,105.28,147.28,35.99,0,0,0,0,0,0,0,0,104.25,269.5,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.87,60.41,86.88,224.54,80.08,80.53,797.21,181.81,171.86,332.93,202.38,1043.87,1379.85,547.22,418.22,310.48,410.72,835.5,695.34,1279.79,898.23,103.99,133.09,16.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.08,139.41,34.19,0,0,0,0,0,0,0,0,90.3,242.44,0,
