$NML Br1 inflow year 2005 sum of NF MF Collierville PH Stanislaus PH YC 02/02/2023 ,
",,,",
Jday,Flow
184.333,62.97814697
184.375,62.97814697
184.417,62.97814697
184.458,62.97814697
184.500,62.97814697
184.542,62.97814697
184.583,62.97814697
184.625,62.97814697
184.667,62.97814697
184.708,62.97814697
184.750,62.97814697
184.792,62.97814697
184.833,62.97814697
184.875,62.97814697
184.917,62.97814697
184.958,62.97814697
185.000,57.91409527
185.042,57.91409527
185.083,57.91409527
185.125,57.91409527
185.167,57.91409527
185.208,57.91409527
185.250,57.91409527
185.292,57.91409527
185.333,57.91409527
185.375,57.91409527
185.417,57.91409527
185.458,57.91409527
185.500,57.91409527
185.542,57.91409527
185.583,57.91409527
185.625,57.91409527
185.667,57.91409527
185.708,57.91409527
185.750,57.91409527
185.792,57.91409527
185.833,57.91409527
185.875,57.91409527
185.917,57.91409527
185.958,57.91409527
186.000,55.20603143
186.042,55.20603143
186.083,55.20603143
186.125,55.20603143
186.167,55.20603143
186.208,55.20603143
186.250,55.20603143
186.292,55.20603143
186.333,55.20603143
186.375,55.20603143
186.417,55.20603143
186.458,55.20603143
186.500,55.20603143
186.542,55.20603143
186.583,55.20603143
186.625,55.20603143
186.667,55.20603143
186.708,55.20603143
186.750,55.20603143
186.792,55.20603143
186.833,55.20603143
186.875,55.20603143
186.917,55.20603143
186.958,55.20603143
187.000,59.81991675
187.042,59.81991675
187.083,59.81991675
187.125,59.81991675
187.167,59.81991675
187.208,59.81991675
187.250,59.81991675
187.292,59.81991675
187.333,59.81991675
187.375,59.81991675
187.417,59.81991675
187.458,59.81991675
187.500,59.81991675
187.542,59.81991675
187.583,59.81991675
187.625,59.81991675
187.667,59.81991675
187.708,59.81991675
187.750,59.81991675
187.792,59.81991675
187.833,59.81991675
187.875,59.81991675
187.917,59.81991675
187.958,59.81991675
188.000,65.01708395
188.042,65.01708395
188.083,65.01708395
188.125,65.01708395
188.167,65.01708395
188.208,65.01708395
188.250,65.01708395
188.292,65.01708395
188.333,65.01708395
188.375,65.01708395
188.417,65.01708395
188.458,65.01708395
188.500,65.01708395
188.542,65.01708395
188.583,65.01708395
188.625,65.01708395
188.667,65.01708395
188.708,65.01708395
188.750,65.01708395
188.792,65.01708395
188.833,65.01708395
188.875,65.01708395
188.917,65.01708395
188.958,65.01708395
189.000,62.51688187
189.042,62.51688187
189.083,62.51688187
189.125,62.51688187
189.167,62.51688187
189.208,62.51688187
189.250,62.51688187
189.292,62.51688187
189.333,62.51688187
189.375,62.51688187
189.417,62.51688187
189.458,62.51688187
189.500,62.51688187
189.542,62.51688187
189.583,62.51688187
189.625,62.51688187
189.667,62.51688187
189.708,62.51688187
189.750,62.51688187
189.792,62.51688187
189.833,62.51688187
189.875,62.51688187
189.917,62.51688187
189.958,62.51688187
190.000,53.67924897
190.042,53.67924897
190.083,53.67924897
190.125,53.67924897
190.167,53.67924897
190.208,53.67924897
190.250,53.67924897
190.292,53.67924897
190.333,53.67924897
190.375,53.67924897
190.417,53.67924897
190.458,53.67924897
190.500,53.67924897
190.542,53.67924897
190.583,53.67924897
190.625,53.67924897
190.667,53.67924897
190.708,53.67924897
190.750,53.67924897
190.792,53.67924897
190.833,53.67924897
190.875,53.67924897
190.917,53.67924897
190.958,53.67924897
191.000,52.87244258
191.042,52.87244258
191.083,52.87244258
191.125,52.87244258
191.167,52.87244258
191.208,52.87244258
191.250,52.87244258
191.292,52.87244258
191.333,52.87244258
191.375,52.87244258
191.417,52.87244258
191.458,52.87244258
191.500,52.87244258
191.542,52.87244258
191.583,52.87244258
191.625,52.87244258
191.667,52.87244258
191.708,52.87244258
191.750,52.87244258
191.792,52.87244258
191.833,52.87244258
191.875,52.87244258
191.917,52.87244258
191.958,52.87244258
192.000,54.94983325
192.042,54.94983325
192.083,54.94983325
192.125,54.94983325
192.167,54.94983325
192.208,54.94983325
192.250,54.94983325
192.292,54.94983325
192.333,54.94983325
192.375,54.94983325
192.417,54.94983325
192.458,54.94983325
192.500,54.94983325
192.542,54.94983325
192.583,54.94983325
192.625,54.94983325
192.667,54.94983325
192.708,54.94983325
192.750,54.94983325
192.792,54.94983325
192.833,54.94983325
192.875,54.94983325
192.917,54.94983325
192.958,54.94983325
193.000,51.28283676
193.042,51.28283676
193.083,51.28283676
193.125,51.28283676
193.167,51.28283676
193.208,51.28283676
193.250,51.28283676
193.292,51.28283676
193.333,51.28283676
193.375,51.28283676
193.417,51.28283676
193.458,51.28283676
193.500,51.28283676
193.542,51.28283676
193.583,51.28283676
193.625,51.28283676
193.667,51.28283676
193.708,51.28283676
193.750,51.28283676
193.792,51.28283676
193.833,51.28283676
193.875,51.28283676
193.917,51.28283676
193.958,51.28283676
194.000,46.26570387
194.042,46.26570387
194.083,46.26570387
194.125,46.26570387
194.167,46.26570387
194.208,46.26570387
194.250,46.26570387
194.292,46.26570387
194.333,46.26570387
194.375,46.26570387
194.417,46.26570387
194.458,46.26570387
194.500,46.26570387
194.542,46.26570387
194.583,46.26570387
194.625,46.26570387
194.667,46.26570387
194.708,46.26570387
194.750,46.26570387
194.792,46.26570387
194.833,46.26570387
194.875,46.26570387
194.917,46.26570387
194.958,46.26570387
195.000,44.9480799
195.042,44.9480799
195.083,44.9480799
195.125,44.9480799
195.167,44.9480799
195.208,44.9480799
195.250,44.9480799
195.292,44.9480799
195.333,44.9480799
195.375,44.9480799
195.417,44.9480799
195.458,44.9480799
195.500,44.9480799
195.542,44.9480799
195.583,44.9480799
195.625,44.9480799
195.667,44.9480799
195.708,44.9480799
195.750,44.9480799
195.792,44.9480799
195.833,44.9480799
195.875,44.9480799
195.917,44.9480799
195.958,44.9480799
196.000,44.90072886
196.042,44.90072886
196.083,44.90072886
196.125,44.90072886
196.167,44.90072886
196.208,44.90072886
196.250,44.90072886
196.292,44.90072886
196.333,44.90072886
196.375,44.90072886
196.417,44.90072886
196.458,44.90072886
196.500,44.90072886
196.542,44.90072886
196.583,44.90072886
196.625,44.90072886
196.667,44.90072886
196.708,44.90072886
196.750,44.90072886
196.792,44.90072886
196.833,44.90072886
196.875,44.90072886
196.917,44.90072886
196.958,44.90072886
197.000,44.58525675
197.042,44.58525675
197.083,44.58525675
197.125,44.58525675
197.167,44.58525675
197.208,44.58525675
197.250,44.58525675
197.292,44.58525675
197.333,44.58525675
197.375,44.58525675
197.417,44.58525675
197.458,44.58525675
197.500,44.58525675
197.542,44.58525675
197.583,44.58525675
197.625,44.58525675
197.667,44.58525675
197.708,44.58525675
197.750,44.58525675
197.792,44.58525675
197.833,44.58525675
197.875,44.58525675
197.917,44.58525675
197.958,44.58525675
198.000,40.70815675
198.042,40.70815675
198.083,40.70815675
198.125,40.70815675
198.167,40.70815675
198.208,40.70815675
198.250,40.70815675
198.292,40.70815675
198.333,40.70815675
198.375,40.70815675
198.417,40.70815675
198.458,40.70815675
198.500,40.70815675
198.542,40.70815675
198.583,40.70815675
198.625,40.70815675
198.667,40.70815675
198.708,40.70815675
198.750,40.70815675
198.792,40.70815675
198.833,40.70815675
198.875,40.70815675
198.917,40.70815675
198.958,40.70815675
199.000,44.9076958
199.042,44.9076958
199.083,44.9076958
199.125,44.9076958
199.167,44.9076958
199.208,44.9076958
199.250,44.9076958
199.292,44.9076958
199.333,44.9076958
199.375,44.9076958
199.417,44.9076958
199.458,44.9076958
199.500,44.9076958
199.542,44.9076958
199.583,44.9076958
199.625,44.9076958
199.667,44.9076958
199.708,44.9076958
199.750,44.9076958
199.792,44.9076958
199.833,44.9076958
199.875,44.9076958
199.917,44.9076958
199.958,44.9076958
200.000,43.27924435
200.042,43.27924435
200.083,43.27924435
200.125,43.27924435
200.167,43.27924435
200.208,43.27924435
200.250,43.27924435
200.292,43.27924435
200.333,43.27924435
200.375,43.27924435
200.417,43.27924435
200.458,43.27924435
200.500,43.27924435
200.542,43.27924435
200.583,43.27924435
200.625,43.27924435
200.667,43.27924435
200.708,43.27924435
200.750,43.27924435
200.792,43.27924435
200.833,43.27924435
200.875,43.27924435
200.917,43.27924435
200.958,43.27924435
201.000,37.25358607
201.042,37.25358607
201.083,37.25358607
201.125,37.25358607
201.167,37.25358607
201.208,37.25358607
201.250,37.25358607
201.292,37.25358607
201.333,37.25358607
201.375,37.25358607
201.417,37.25358607
201.458,37.25358607
201.500,37.25358607
201.542,37.25358607
201.583,37.25358607
201.625,37.25358607
201.667,37.25358607
201.708,37.25358607
201.750,37.25358607
201.792,37.25358607
201.833,37.25358607
201.875,37.25358607
201.917,37.25358607
201.958,37.25358607
202.000,33.98098007
202.042,33.98098007
202.083,33.98098007
202.125,33.98098007
202.167,33.98098007
202.208,33.98098007
202.250,33.98098007
202.292,33.98098007
202.333,33.98098007
202.375,33.98098007
202.417,33.98098007
202.458,33.98098007
202.500,33.98098007
202.542,33.98098007
202.583,33.98098007
202.625,33.98098007
202.667,33.98098007
202.708,33.98098007
202.750,33.98098007
202.792,33.98098007
202.833,33.98098007
202.875,33.98098007
202.917,33.98098007
202.958,33.98098007
203.000,34.7557466
203.042,34.7557466
203.083,34.7557466
203.125,34.7557466
203.167,34.7557466
203.208,34.7557466
203.250,34.7557466
203.292,34.7557466
203.333,34.7557466
203.375,34.7557466
203.417,34.7557466
203.458,34.7557466
203.500,34.7557466
203.542,34.7557466
203.583,34.7557466
203.625,34.7557466
203.667,34.7557466
203.708,34.7557466
203.750,34.7557466
203.792,34.7557466
203.833,34.7557466
203.875,34.7557466
203.917,34.7557466
203.958,34.7557466
204.000,36.44725218
204.042,36.44725218
204.083,36.44725218
204.125,36.44725218
204.167,36.44725218
204.208,36.44725218
204.250,36.44725218
204.292,36.44725218
204.333,36.44725218
204.375,36.44725218
204.417,36.44725218
204.458,36.44725218
204.500,36.44725218
204.542,36.44725218
204.583,36.44725218
204.625,36.44725218
204.667,36.44725218
204.708,36.44725218
204.750,36.44725218
204.792,36.44725218
204.833,36.44725218
204.875,36.44725218
204.917,36.44725218
204.958,36.44725218
205.000,33.31894102
205.042,33.31894102
205.083,33.31894102
205.125,33.31894102
205.167,33.31894102
205.208,33.31894102
205.250,33.31894102
205.292,33.31894102
205.333,33.31894102
205.375,33.31894102
205.417,33.31894102
205.458,33.31894102
205.500,33.31894102
205.542,33.31894102
205.583,33.31894102
205.625,33.31894102
205.667,33.31894102
205.708,33.31894102
205.750,33.31894102
205.792,33.31894102
205.833,33.31894102
205.875,33.31894102
205.917,33.31894102
205.958,33.31894102
206.000,33.50043076
206.042,33.50043076
206.083,33.50043076
206.125,33.50043076
206.167,33.50043076
206.208,33.50043076
206.250,33.50043076
206.292,33.50043076
206.333,33.50043076
206.375,33.50043076
206.417,33.50043076
206.458,33.50043076
206.500,33.50043076
206.542,33.50043076
206.583,33.50043076
206.625,33.50043076
206.667,33.50043076
206.708,33.50043076
206.750,33.50043076
206.792,33.50043076
206.833,33.50043076
206.875,33.50043076
206.917,33.50043076
206.958,33.50043076
207.000,30.54062051
207.042,30.54062051
207.083,30.54062051
207.125,30.54062051
207.167,30.54062051
207.208,30.54062051
207.250,30.54062051
207.292,30.54062051
207.333,30.54062051
207.375,30.54062051
207.417,30.54062051
207.458,30.54062051
207.500,30.54062051
207.542,30.54062051
207.583,30.54062051
207.625,30.54062051
207.667,30.54062051
207.708,30.54062051
207.750,30.54062051
207.792,30.54062051
207.833,30.54062051
207.875,30.54062051
207.917,30.54062051
207.958,30.54062051
208.000,27.60911025
208.042,27.60911025
208.083,27.60911025
208.125,27.60911025
208.167,27.60911025
208.208,27.60911025
208.250,27.60911025
208.292,27.60911025
208.333,27.60911025
208.375,27.60911025
208.417,27.60911025
208.458,27.60911025
208.500,27.60911025
208.542,27.60911025
208.583,27.60911025
208.625,27.60911025
208.667,27.60911025
208.708,27.60911025
208.750,27.60911025
208.792,27.60911025
208.833,27.60911025
208.875,27.60911025
208.917,27.60911025
208.958,27.60911025
209.000,23.4041
209.042,23.4041
209.083,23.4041
209.125,23.4041
209.167,23.4041
209.208,23.4041
209.250,23.4041
209.292,23.4041
209.333,23.4041
209.375,23.4041
209.417,23.4041
209.458,23.4041
209.500,23.4041
209.542,23.4041
209.583,23.4041
209.625,23.4041
209.667,23.4041
209.708,23.4041
209.750,23.4041
209.792,23.4041
209.833,23.4041
209.875,23.4041
209.917,23.4041
209.958,23.4041
210.000,26.7718
210.042,26.7718
210.083,26.7718
210.125,26.7718
210.167,26.7718
210.208,26.7718
210.250,26.7718
210.292,26.7718
210.333,26.7718
210.375,26.7718
210.417,26.7718
210.458,26.7718
210.500,26.7718
210.542,26.7718
210.583,26.7718
210.625,26.7718
210.667,26.7718
210.708,26.7718
210.750,26.7718
210.792,26.7718
210.833,26.7718
210.875,26.7718
210.917,26.7718
210.958,26.7718
211.000,26.5171
211.042,26.5171
211.083,26.5171
211.125,26.5171
211.167,26.5171
211.208,26.5171
211.250,26.5171
211.292,26.5171
211.333,26.5171
211.375,26.5171
211.417,26.5171
211.458,26.5171
211.500,26.5171
211.542,26.5171
211.583,26.5171
211.625,26.5171
211.667,26.5171
211.708,26.5171
211.750,26.5171
211.792,26.5171
211.833,26.5171
211.875,26.5171
211.917,26.5171
211.958,26.5171
212.000,27.2246
212.042,27.2246
212.083,27.2246
212.125,27.2246
212.167,27.2246
212.208,27.2246
212.250,27.2246
212.292,27.2246
212.333,27.2246
212.375,27.2246
212.417,27.2246
212.458,27.2246
212.500,27.2246
212.542,27.2246
212.583,27.2246
212.625,27.2246
212.667,27.2246
212.708,27.2246
212.750,27.2246
212.792,27.2246
212.833,27.2246
212.875,27.2246
212.917,27.2246
212.958,27.2246
213.000,24.9889
213.042,24.9889
213.083,24.9889
213.125,24.9889
213.167,24.9889
213.208,24.9889
213.250,24.9889
213.292,24.9889
213.333,24.9889
213.375,24.9889
213.417,24.9889
213.458,24.9889
213.500,24.9889
213.542,24.9889
213.583,24.9889
213.625,24.9889
213.667,24.9889
213.708,24.9889
213.750,24.9889
213.792,24.9889
213.833,24.9889
213.875,24.9889
213.917,24.9889
213.958,24.9889
214.000,27.2246
214.042,27.2246
214.083,27.2246
214.125,27.2246
214.167,27.2246
214.208,27.2246
214.250,27.2246
214.292,27.2246
214.333,27.2246
214.375,27.2246
214.417,27.2246
214.458,27.2246
214.500,27.2246
214.542,27.2246
214.583,27.2246
214.625,27.2246
214.667,27.2246
214.708,27.2246
214.750,27.2246
214.792,27.2246
214.833,27.2246
214.875,27.2246
214.917,27.2246
214.958,27.2246
215.000,26.885
215.042,26.885
215.083,26.885
215.125,26.885
215.167,26.885
215.208,26.885
215.250,26.885
215.292,26.885
215.333,26.885
215.375,26.885
215.417,26.885
215.458,26.885
215.500,26.885
215.542,26.885
215.583,26.885
215.625,26.885
215.667,26.885
215.708,26.885
215.750,26.885
215.792,26.885
215.833,26.885
215.875,26.885
215.917,26.885
215.958,26.885
216.000,28.1585
216.042,28.1585
216.083,28.1585
216.125,28.1585
216.167,28.1585
216.208,28.1585
216.250,28.1585
216.292,28.1585
216.333,28.1585
216.375,28.1585
216.417,28.1585
216.458,28.1585
216.500,28.1585
216.542,28.1585
216.583,28.1585
216.625,28.1585
216.667,28.1585
216.708,28.1585
216.750,28.1585
216.792,28.1585
216.833,28.1585
216.875,28.1585
216.917,28.1585
216.958,28.1585
217.000,32.2054
217.042,32.2054
217.083,32.2054
217.125,32.2054
217.167,32.2054
217.208,32.2054
217.250,32.2054
217.292,32.2054
217.333,32.2054
217.375,32.2054
217.417,32.2054
217.458,32.2054
217.500,32.2054
217.542,32.2054
217.583,32.2054
217.625,32.2054
217.667,32.2054
217.708,32.2054
217.750,32.2054
217.792,32.2054
217.833,32.2054
217.875,32.2054
217.917,32.2054
217.958,32.2054
218.000,26.319
218.042,26.319
218.083,26.319
218.125,26.319
218.167,26.319
218.208,26.319
218.250,26.319
218.292,26.319
218.333,26.319
218.375,26.319
218.417,26.319
218.458,26.319
218.500,26.319
218.542,26.319
218.583,26.319
218.625,26.319
218.667,26.319
218.708,26.319
218.750,26.319
218.792,26.319
218.833,26.319
218.875,26.319
218.917,26.319
218.958,26.319
219.000,27.5076
219.042,27.5076
219.083,27.5076
219.125,27.5076
219.167,27.5076
219.208,27.5076
219.250,27.5076
219.292,27.5076
219.333,27.5076
219.375,27.5076
219.417,27.5076
219.458,27.5076
219.500,27.5076
219.542,27.5076
219.583,27.5076
219.625,27.5076
219.667,27.5076
219.708,27.5076
219.750,27.5076
219.792,27.5076
219.833,27.5076
219.875,27.5076
219.917,27.5076
219.958,27.5076
220.000,32.5733
220.042,32.5733
220.083,32.5733
220.125,32.5733
220.167,32.5733
220.208,32.5733
220.250,32.5733
220.292,32.5733
220.333,32.5733
220.375,32.5733
220.417,32.5733
220.458,32.5733
220.500,32.5733
220.542,32.5733
220.583,32.5733
220.625,32.5733
220.667,32.5733
220.708,32.5733
220.750,32.5733
220.792,32.5733
220.833,32.5733
220.875,32.5733
220.917,32.5733
220.958,32.5733
221.000,28.7245
221.042,28.7245
221.083,28.7245
221.125,28.7245
221.167,28.7245
221.208,28.7245
221.250,28.7245
221.292,28.7245
221.333,28.7245
221.375,28.7245
221.417,28.7245
221.458,28.7245
221.500,28.7245
221.542,28.7245
221.583,28.7245
221.625,28.7245
221.667,28.7245
221.708,28.7245
221.750,28.7245
221.792,28.7245
221.833,28.7245
221.875,28.7245
221.917,28.7245
221.958,28.7245
222.000,26.319
222.042,26.319
222.083,26.319
222.125,26.319
222.167,26.319
222.208,26.319
222.250,26.319
222.292,26.319
222.333,26.319
222.375,26.319
222.417,26.319
222.458,26.319
222.500,26.319
222.542,26.319
222.583,26.319
222.625,26.319
222.667,26.319
222.708,26.319
222.750,26.319
222.792,26.319
222.833,26.319
222.875,26.319
222.917,26.319
222.958,26.319
223.000,29.6018
223.042,29.6018
223.083,29.6018
223.125,29.6018
223.167,29.6018
223.208,29.6018
223.250,29.6018
223.292,29.6018
223.333,29.6018
223.375,29.6018
223.417,29.6018
223.458,29.6018
223.500,29.6018
223.542,29.6018
223.583,29.6018
223.625,29.6018
223.667,29.6018
223.708,29.6018
223.750,29.6018
223.792,29.6018
223.833,29.6018
223.875,29.6018
223.917,29.6018
223.958,29.6018
224.000,30.4225
224.042,30.4225
224.083,30.4225
224.125,30.4225
224.167,30.4225
224.208,30.4225
224.250,30.4225
224.292,30.4225
224.333,30.4225
224.375,30.4225
224.417,30.4225
224.458,30.4225
224.500,30.4225
224.542,30.4225
224.583,30.4225
224.625,30.4225
224.667,30.4225
224.708,30.4225
224.750,30.4225
224.792,30.4225
224.833,30.4225
224.875,30.4225
224.917,30.4225
224.958,30.4225
225.000,20.5175
225.042,20.5175
225.083,20.5175
225.125,20.5175
225.167,20.5175
225.208,20.5175
225.250,20.5175
225.292,20.5175
225.333,20.5175
225.375,20.5175
225.417,20.5175
225.458,20.5175
225.500,20.5175
225.542,20.5175
225.583,20.5175
225.625,20.5175
225.667,20.5175
225.708,20.5175
225.750,20.5175
225.792,20.5175
225.833,20.5175
225.875,20.5175
225.917,20.5175
225.958,20.5175
226.000,21.9608
226.042,21.9608
226.083,21.9608
226.125,21.9608
226.167,21.9608
226.208,21.9608
226.250,21.9608
226.292,21.9608
226.333,21.9608
226.375,21.9608
226.417,21.9608
226.458,21.9608
226.500,21.9608
226.542,21.9608
226.583,21.9608
226.625,21.9608
226.667,21.9608
226.708,21.9608
226.750,21.9608
226.792,21.9608
226.833,21.9608
226.875,21.9608
226.917,21.9608
226.958,21.9608
227.000,23.3758
227.042,23.3758
227.083,23.3758
227.125,23.3758
227.167,23.3758
227.208,23.3758
227.250,23.3758
227.292,23.3758
227.333,23.3758
227.375,23.3758
227.417,23.3758
227.458,23.3758
227.500,23.3758
227.542,23.3758
227.583,23.3758
227.625,23.3758
227.667,23.3758
227.708,23.3758
227.750,23.3758
227.792,23.3758
227.833,23.3758
227.875,23.3758
227.917,23.3758
227.958,23.3758
228.000,26.8284
228.042,26.8284
228.083,26.8284
228.125,26.8284
228.167,26.8284
228.208,26.8284
228.250,26.8284
228.292,26.8284
228.333,26.8284
228.375,26.8284
228.417,26.8284
228.458,26.8284
228.500,26.8284
228.542,26.8284
228.583,26.8284
228.625,26.8284
228.667,26.8284
228.708,26.8284
228.750,26.8284
228.792,26.8284
228.833,26.8284
228.875,26.8284
228.917,26.8284
228.958,26.8284
229.000,25.6681
229.042,25.6681
229.083,25.6681
229.125,25.6681
229.167,25.6681
229.208,25.6681
229.250,25.6681
229.292,25.6681
229.333,25.6681
229.375,25.6681
229.417,25.6681
229.458,25.6681
229.500,25.6681
229.542,25.6681
229.583,25.6681
229.625,25.6681
229.667,25.6681
229.708,25.6681
229.750,25.6681
229.792,25.6681
229.833,25.6681
229.875,25.6681
229.917,25.6681
229.958,25.6681
230.000,23.9135
230.042,23.9135
230.083,23.9135
230.125,23.9135
230.167,23.9135
230.208,23.9135
230.250,23.9135
230.292,23.9135
230.333,23.9135
230.375,23.9135
230.417,23.9135
230.458,23.9135
230.500,23.9135
230.542,23.9135
230.583,23.9135
230.625,23.9135
230.667,23.9135
230.708,23.9135
230.750,23.9135
230.792,23.9135
230.833,23.9135
230.875,23.9135
230.917,23.9135
230.958,23.9135
231.000,23.3758
231.042,23.3758
231.083,23.3758
231.125,23.3758
231.167,23.3758
231.208,23.3758
231.250,23.3758
231.292,23.3758
231.333,23.3758
231.375,23.3758
231.417,23.3758
231.458,23.3758
231.500,23.3758
231.542,23.3758
231.583,23.3758
231.625,23.3758
231.667,23.3758
231.708,23.3758
231.750,23.3758
231.792,23.3758
231.833,23.3758
231.875,23.3758
231.917,23.3758
231.958,23.3758
232.000,21.3665
232.042,21.3665
232.083,21.3665
232.125,21.3665
232.167,21.3665
232.208,21.3665
232.250,21.3665
232.292,21.3665
232.333,21.3665
232.375,21.3665
232.417,21.3665
232.458,21.3665
232.500,21.3665
232.542,21.3665
232.583,21.3665
232.625,21.3665
232.667,21.3665
232.708,21.3665
232.750,21.3665
232.792,21.3665
232.833,21.3665
232.875,21.3665
232.917,21.3665
232.958,21.3665
233.000,20.942
233.042,20.942
233.083,20.942
233.125,20.942
233.167,20.942
233.208,20.942
233.250,20.942
233.292,20.942
233.333,20.942
233.375,20.942
233.417,20.942
233.458,20.942
233.500,20.942
233.542,20.942
233.583,20.942
233.625,20.942
233.667,20.942
233.708,20.942
233.750,20.942
233.792,20.942
233.833,20.942
233.875,20.942
233.917,20.942
233.958,20.942
234.000,25.7813
234.042,25.7813
234.083,25.7813
234.125,25.7813
234.167,25.7813
234.208,25.7813
234.250,25.7813
234.292,25.7813
234.333,25.7813
234.375,25.7813
234.417,25.7813
234.458,25.7813
234.500,25.7813
234.542,25.7813
234.583,25.7813
234.625,25.7813
234.667,25.7813
234.708,25.7813
234.750,25.7813
234.792,25.7813
234.833,25.7813
234.875,25.7813
234.917,25.7813
234.958,25.7813
235.000,27.0265
235.042,27.0265
235.083,27.0265
235.125,27.0265
235.167,27.0265
235.208,27.0265
235.250,27.0265
235.292,27.0265
235.333,27.0265
235.375,27.0265
235.417,27.0265
235.458,27.0265
235.500,27.0265
235.542,27.0265
235.583,27.0265
235.625,27.0265
235.667,27.0265
235.708,27.0265
235.750,27.0265
235.792,27.0265
235.833,27.0265
235.875,27.0265
235.917,27.0265
235.958,27.0265
236.000,27.2529
236.042,27.2529
236.083,27.2529
236.125,27.2529
236.167,27.2529
236.208,27.2529
236.250,27.2529
236.292,27.2529
236.333,27.2529
236.375,27.2529
236.417,27.2529
236.458,27.2529
236.500,27.2529
236.542,27.2529
236.583,27.2529
236.625,27.2529
236.667,27.2529
236.708,27.2529
236.750,27.2529
236.792,27.2529
236.833,27.2529
236.875,27.2529
236.917,27.2529
236.958,27.2529
237.000,23.4607
237.042,23.4607
237.083,23.4607
237.125,23.4607
237.167,23.4607
237.208,23.4607
237.250,23.4607
237.292,23.4607
237.333,23.4607
237.375,23.4607
237.417,23.4607
237.458,23.4607
237.500,23.4607
237.542,23.4607
237.583,23.4607
237.625,23.4607
237.667,23.4607
237.708,23.4607
237.750,23.4607
237.792,23.4607
237.833,23.4607
237.875,23.4607
237.917,23.4607
237.958,23.4607
238.000,28.1019
238.042,28.1019
238.083,28.1019
238.125,28.1019
238.167,28.1019
238.208,28.1019
238.250,28.1019
238.292,28.1019
238.333,28.1019
238.375,28.1019
238.417,28.1019
238.458,28.1019
238.500,28.1019
238.542,28.1019
238.583,28.1019
238.625,28.1019
238.667,28.1019
238.708,28.1019
238.750,28.1019
238.792,28.1019
238.833,28.1019
238.875,28.1019
238.917,28.1019
238.958,28.1019
239.000,26.6586
239.042,26.6586
239.083,26.6586
239.125,26.6586
239.167,26.6586
239.208,26.6586
239.250,26.6586
239.292,26.6586
239.333,26.6586
239.375,26.6586
239.417,26.6586
239.458,26.6586
239.500,26.6586
239.542,26.6586
239.583,26.6586
239.625,26.6586
239.667,26.6586
239.708,26.6586
239.750,26.6586
239.792,26.6586
239.833,26.6586
239.875,26.6586
239.917,26.6586
239.958,26.6586
240.000,25.6681
240.042,25.6681
240.083,25.6681
240.125,25.6681
240.167,25.6681
240.208,25.6681
240.250,25.6681
240.292,25.6681
240.333,25.6681
240.375,25.6681
240.417,25.6681
240.458,25.6681
240.500,25.6681
240.542,25.6681
240.583,25.6681
240.625,25.6681
240.667,25.6681
240.708,25.6681
240.750,25.6681
240.792,25.6681
240.833,25.6681
240.875,25.6681
240.917,25.6681
240.958,25.6681
241.000,24.3946
241.042,24.3946
241.083,24.3946
241.125,24.3946
241.167,24.3946
241.208,24.3946
241.250,24.3946
241.292,24.3946
241.333,24.3946
241.375,24.3946
241.417,24.3946
241.458,24.3946
241.500,24.3946
241.542,24.3946
241.583,24.3946
241.625,24.3946
241.667,24.3946
241.708,24.3946
241.750,24.3946
241.792,24.3946
241.833,24.3946
241.875,24.3946
241.917,24.3946
241.958,24.3946
242.000,35.8561
242.042,35.8561
242.083,35.8561
242.125,35.8561
242.167,35.8561
242.208,35.8561
242.250,35.8561
242.292,35.8561
242.333,35.8561
242.375,35.8561
242.417,35.8561
242.458,35.8561
242.500,35.8561
242.542,35.8561
242.583,35.8561
242.625,35.8561
242.667,35.8561
242.708,35.8561
242.750,35.8561
242.792,35.8561
242.833,35.8561
242.875,35.8561
242.917,35.8561
242.958,35.8561
243.000,35.4882
243.042,35.4882
243.083,35.4882
243.125,35.4882
243.167,35.4882
243.208,35.4882
243.250,35.4882
243.292,35.4882
243.333,35.4882
243.375,35.4882
243.417,35.4882
243.458,35.4882
243.500,35.4882
243.542,35.4882
243.583,35.4882
243.625,35.4882
243.667,35.4882
243.708,35.4882
243.750,35.4882
243.792,35.4882
243.833,35.4882
243.875,35.4882
243.917,35.4882
243.958,35.4882
244.000,30.1678
244.042,30.1678
244.083,30.1678
244.125,30.1678
244.167,30.1678
244.208,30.1678
244.250,30.1678
244.292,30.1678
244.333,30.1678
244.375,30.1678
244.417,30.1678
244.458,30.1678
244.500,30.1678
244.542,30.1678
244.583,30.1678
244.625,30.1678
244.667,30.1678
244.708,30.1678
244.750,30.1678
244.792,30.1678
244.833,30.1678
244.875,30.1678
244.917,30.1678
244.958,30.1678
245.000,27.4227
245.042,27.4227
245.083,27.4227
245.125,27.4227
245.167,27.4227
245.208,27.4227
245.250,27.4227
245.292,27.4227
245.333,27.4227
245.375,27.4227
245.417,27.4227
245.458,27.4227
245.500,27.4227
245.542,27.4227
245.583,27.4227
245.625,27.4227
245.667,27.4227
245.708,27.4227
245.750,27.4227
245.792,27.4227
245.833,27.4227
245.875,27.4227
245.917,27.4227
245.958,27.4227
246.000,21.8476
246.042,21.8476
246.083,21.8476
246.125,21.8476
246.167,21.8476
246.208,21.8476
246.250,21.8476
246.292,21.8476
246.333,21.8476
246.375,21.8476
246.417,21.8476
246.458,21.8476
246.500,21.8476
